Well,Omit,sample_id_old,Target,Dye,Task,Cq,Quantity,plate_id,study,template_vol,elution_vol,,,,,,,,,,,
F3,FALSE,1.00E+04,Ps,FAM,Standard,25.62593614,10000,Ps_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
G1,FALSE,1.00E+05,Ps,FAM,Standard,22.74482494,100000,Ps_samples_6,,1,100,,,,,,,,,,,
G2,FALSE,1.00E+05,Ps,FAM,Standard,22.07919054,100000,Ps_samples_6,,1,100,,,,,,,,,,,
G3,FALSE,1.00E+05,Ps,FAM,Standard,21.93109723,100000,Ps_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
A1,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_6,,1,100,,,,,,,,,,,
A2,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_6,,1,100,,,,,,,,,,,
A3,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
B1,FALSE,5,MAC,SYBR,Standard,35.25876993,5,MAC_samples_6,,1,100,,,,,,,,,,,
B2,FALSE,5,MAC,SYBR,Standard,35.19262718,5,MAC_samples_6,,1,100,,,,,,,,,,,
B3,FALSE,5,MAC,SYBR,Standard,Undetermined,5,MAC_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
C1,FALSE,10,MAC,SYBR,Standard,34.98210658,10,MAC_samples_6,,1,100,,,,,,,,,,,
C2,FALSE,10,MAC,SYBR,Standard,35.80402139,10,MAC_samples_6,,1,100,,,,,,,,,,,
C3,FALSE,10,MAC,SYBR,Standard,34.51677173,10,MAC_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
D1,FALSE,1.00E+02,MAC,SYBR,Standard,30.61712598,100,MAC_samples_6,,1,100,,,,,,,,,,,
D2,FALSE,1.00E+02,MAC,SYBR,Standard,30.42177558,100,MAC_samples_6,,1,100,,,,,,,,,,,
D3,FALSE,1.00E+02,MAC,SYBR,Standard,30.31478442,100,MAC_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
E1,FALSE,1.00E+03,MAC,SYBR,Standard,27.2708829,1000,MAC_samples_6,,1,100,,,,,,,,,,,
E2,FALSE,1.00E+03,MAC,SYBR,Standard,27.3140295,1000,MAC_samples_6,,1,100,,,,,,,,,,,
E3,FALSE,1.00E+03,MAC,SYBR,Standard,27.31961434,1000,MAC_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
F1,FALSE,1.00E+04,MAC,SYBR,Standard,24.08550916,10000,MAC_samples_6,,1,100,,,,,,,,,,,
F2,FALSE,1.00E+04,MAC,SYBR,Standard,24.39909558,10000,MAC_samples_6,,1,100,,,,,,,,,,,
F3,FALSE,1.00E+04,MAC,SYBR,Standard,24.05229811,10000,MAC_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
G1,FALSE,1.00E+05,MAC,SYBR,Standard,20.6499327,100000,MAC_samples_6,,1,100,,,,,,,,,,,
G2,FALSE,1.00E+05,MAC,SYBR,Standard,20.55121239,100000,MAC_samples_6,,1,100,,,,,,,,,,,
G3,FALSE,1.00E+05,MAC,SYBR,Standard,20.52051398,100000,MAC_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
A1,FALSE,NTC,mip,FAM,Negative Control,Undetermined,,mip_samples_1,,1,100,,,,,,,,,,,
A2,FALSE,NTC,mip,FAM,Negative Control,Undetermined,,mip_samples_1,,1,100,,,,,,,,,,,
A3,FALSE,NTC,mip,FAM,Negative Control,Undetermined,,mip_samples_1,,1,100,,,,,,,,,,,
A4,FALSE,AR_1_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
A5,FALSE,AR_1_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
A6,FALSE,AR_1_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
A7,FALSE,bf_1_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
A8,FALSE,bf_1_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
A9,FALSE,bf_1_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
A10,FALSE,bf_1_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
A11,FALSE,bf_1_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
A12,FALSE,bf_1_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
B1,FALSE,5,mip,FAM,Standard,35.66655848,5,mip_samples_1,,1,100,,,,,,,,,,,
B2,FALSE,5,mip,FAM,Standard,37.19970624,5,mip_samples_1,,1,100,,,,,,,,,,,
B3,FALSE,5,mip,FAM,Standard,36.37033862,5,mip_samples_1,,1,100,,,,,,,,,,,
B4,FALSE,AR_2_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
B5,FALSE,AR_2_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
B6,FALSE,AR_2_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
B7,FALSE,bf_2_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
B8,FALSE,bf_2_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
B9,FALSE,bf_2_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
B10,FALSE,bf_2_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
B11,FALSE,bf_2_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
B12,FALSE,bf_2_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
C1,FALSE,10,mip,FAM,Standard,35.66625611,10,mip_samples_1,,1,100,,,,,,,,,,,
C2,FALSE,10,mip,FAM,Standard,34.37359635,10,mip_samples_1,,1,100,,,,,,,,,,,
C3,FALSE,10,mip,FAM,Standard,36.31354838,10,mip_samples_1,,1,100,,,,,,,,,,,
C4,FALSE,AR_3_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
C5,FALSE,AR_3_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
C6,FALSE,AR_3_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
C7,FALSE,bf_3_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
C8,FALSE,bf_3_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
C9,FALSE,bf_3_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
C10,FALSE,bf_3_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
C11,FALSE,bf_3_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
C12,FALSE,bf_3_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
D1,FALSE,1.00E+02,mip,FAM,Standard,31.7399876,100,mip_samples_1,,1,100,,,,,,,,,,,
D2,FALSE,1.00E+02,mip,FAM,Standard,31.80360813,100,mip_samples_1,,1,100,,,,,,,,,,,
D3,FALSE,1.00E+02,mip,FAM,Standard,31.64413361,100,mip_samples_1,,1,100,,,,,,,,,,,
D4,FALSE,AR_4_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
D5,FALSE,AR_4_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
D6,FALSE,AR_4_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
D7,FALSE,bf_4_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
D8,FALSE,bf_4_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
D9,FALSE,bf_4_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
D10,FALSE,bf_4_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
D11,FALSE,bf_4_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
D12,FALSE,bf_4_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
E1,FALSE,1.00E+03,mip,FAM,Standard,28.16372416,1000,mip_samples_1,,1,100,,,,,,,,,,,
E2,FALSE,1.00E+03,mip,FAM,Standard,28.31206564,1000,mip_samples_1,,1,100,,,,,,,,,,,
E3,FALSE,1.00E+03,mip,FAM,Standard,28.37389116,1000,mip_samples_1,,1,100,,,,,,,,,,,
E4,FALSE,AR_5_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
E5,FALSE,AR_5_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
E6,FALSE,AR_5_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
E7,FALSE,bf_5_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
E8,FALSE,bf_5_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
E9,FALSE,bf_5_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
E10,FALSE,bf_5_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
E11,FALSE,bf_5_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
E12,FALSE,bf_5_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
F1,FALSE,1.00E+04,mip,FAM,Standard,24.99472306,10000,mip_samples_1,,1,100,,,,,,,,,,,
F2,FALSE,1.00E+04,mip,FAM,Standard,25.08257751,10000,mip_samples_1,,1,100,,,,,,,,,,,
F3,FALSE,1.00E+04,mip,FAM,Standard,25.17968925,10000,mip_samples_1,,1,100,,,,,,,,,,,
F4,FALSE,tapres_tapres_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
F5,FALSE,tapres_tapres_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
F6,FALSE,tapres_tapres_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
F7,FALSE,bf_manifold_control_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
F8,FALSE,bf_manifold_control_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
F9,FALSE,bf_manifold_control_40,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
F10,FALSE,bf_slide_control_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
F11,FALSE,bf_slide_control_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
F12,FALSE,bf_slide_control_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
G1,FALSE,1.00E+05,mip,FAM,Standard,20.79298518,100000,mip_samples_1,,1,100,,,,,,,,,,,
G2,FALSE,1.00E+05,mip,FAM,Standard,20.87166375,100000,mip_samples_1,,1,100,,,,,,,,,,,
G3,FALSE,1.00E+05,mip,FAM,Standard,20.91124034,100000,mip_samples_1,,1,100,,,,,,,,,,,
G4,FALSE,control_manifB_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
G5,FALSE,control_manifB_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
G6,FALSE,control_manifB_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
G10,FALSE,bf_manifold_control_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
G11,FALSE,bf_manifold_control_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
G12,FALSE,bf_manifold_control_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
H10,FALSE,bf_filter_control_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
H11,FALSE,bf_filter_control_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
H12,FALSE,bf_filter_control_41,mip,FAM,Unknown,Undetermined,,mip_samples_1,AR,1,100,,,,,,,,,,,
A1,FALSE,NTC,mip,FAM,Negative Control,Undetermined,,mip_samples_3,,1,100,,,,,,,,,,,
A2,FALSE,NTC,mip,FAM,Negative Control,Undetermined,,mip_samples_3,,1,100,,,,,,,,,,,
A3,FALSE,NTC,mip,FAM,Negative Control,Undetermined,,mip_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
B1,FALSE,5,mip,FAM,Standard,35.92785201,5,mip_samples_3,,1,100,,,,,,,,,,,
B2,FALSE,5,mip,FAM,Standard,Undetermined,5,mip_samples_3,,1,100,,,,,,,,,,,
B3,FALSE,5,mip,FAM,Standard,34.55674289,5,mip_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
C1,FALSE,10,mip,FAM,Standard,35.91949888,10,mip_samples_3,,1,100,,,,,,,,,,,
C2,FALSE,10,mip,FAM,Standard,34.08829683,10,mip_samples_3,,1,100,,,,,,,,,,,
C3,FALSE,10,mip,FAM,Standard,34.32447284,10,mip_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
D1,FALSE,1.00E+02,mip,FAM,Standard,31.00392229,100,mip_samples_3,,1,100,,,,,,,,,,,
D2,FALSE,1.00E+02,mip,FAM,Standard,30.94834089,100,mip_samples_3,,1,100,,,,,,,,,,,
D3,FALSE,1.00E+02,mip,FAM,Standard,31.3790089,100,mip_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
E1,FALSE,1.00E+03,mip,FAM,Standard,27.51576688,1000,mip_samples_3,,1,100,,,,,,,,,,,
E2,FALSE,1.00E+03,mip,FAM,Standard,27.69023413,1000,mip_samples_3,,1,100,,,,,,,,,,,
E3,FALSE,1.00E+03,mip,FAM,Standard,27.83589184,1000,mip_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
F1,FALSE,1.00E+04,mip,FAM,Standard,24.80704061,10000,mip_samples_3,,1,100,,,,,,,,,,,
F2,FALSE,1.00E+04,mip,FAM,Standard,24.88295462,10000,mip_samples_3,,1,100,,,,,,,,,,,
F3,FALSE,1.00E+04,mip,FAM,Standard,25.01885284,10000,mip_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
G1,FALSE,1.00E+05,mip,FAM,Standard,21.76393732,100000,mip_samples_3,,1,100,,,,,,,,,,,
G2,FALSE,1.00E+05,mip,FAM,Standard,21.78723089,100000,mip_samples_3,,1,100,,,,,,,,,,,
G3,FALSE,1.00E+05,mip,FAM,Standard,21.87513287,100000,mip_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
