file_name,AR,date,control_or_sample,replicate,micr_replicate,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
19_1121_AR1_conA_Syto_sypro_1.czi,1,112119,sample,A,1,,,,,,,,,,,,,,,,,
19_1121_AR1_conA_Syto_sypro_2.czi,1,112119,sample,A,2,,,,,,,,,,,,,,,,,
19_1121_AR1_conA_Syto_sypro_3.czi,1,112119,sample,A,3,,,,,,,,,,,,,,,,,
19_1121_AR1_conA_Syto_sypro_4.czi,1,112119,sample,A,4,,,,,,,,,,,,,,,,,
19_1121_AR1_conA_Syto_sypro_5.czi,1,112119,sample,A,5,,,,,,,,,,,,,,,,,
19_1121_AR2_conA_Syto_sypro_1.czi,2,112119,sample,A,1,,,,,,,,,,,,,,,,,
19_1121_AR2_conA_Syto_sypro_2.czi,2,112119,sample,A,2,,,,,,,,,,,,,,,,,
19_1121_AR2_conA_Syto_sypro_3.czi,2,112119,sample,A,3,,,,,,,,,,,,,,,,,
19_1121_AR2_conA_Syto_sypro_4.czi,2,112119,sample,A,4,,,,,,,,,,,,,,,,,
19_1121_AR2_conA_Syto_sypro_5.czi,2,112119,sample,A,5,,,,,,,,,,,,,,,,,
19_1121_AR2_conA_Syto_sypro_6.czi,2,112119,sample,A,6,,,,,,,,,,,,,,,,,
19_1121_AR3_conA_Syto_sypro_1.czi,3,112119,sample,A,1,,,,,,,,,,,,,,,,,
19_1121_AR3_conA_Syto_sypro_2.czi,3,112119,sample,A,2,,,,,,,,,,,,,,,,,
19_1121_AR3_conA_Syto_sypro_3.czi,3,112119,sample,A,3,,,,,,,,,,,,,,,,,
19_1121_AR3_conA_Syto_sypro_4.czi,3,112119,sample,A,4,,,,,,,,,,,,,,,,,
19_1121_AR3_conA_Syto_sypro_5.czi,3,112119,sample,A,5,,,,,,,,,,,,,,,,,
19_1121_AR3_conA_Syto_sypro_6.czi,3,112119,sample,A,6,,,,,,,,,,,,,,,,,
